[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  5   5  89   1   0   1| 739M 49.4M 1752M 37.2M|   0     0 |   0    12k
  3   2  95   0   0   0| 739M 49.4M 1752M 37.3M|   0    52B|   0     0 
  4   2  86   8   0   0| 739M 49.4M 1752M 37.3M|   0     0 |   0    44k
  4   2  94   0   0   0| 739M 49.4M 1752M 37.3M|   0    52B|   0     0 
  3   2  91   4   0   0| 739M 49.4M 1752M 37.3M|   0     0 |   0     0 
  4   1  95   0   0   0| 739M 49.4M 1752M 37.3M|   0    52B|   0     0 
  4   3  94   0   0   0| 739M 49.4M 1704M 85.7M|   0     0 |   0     0 
  5   2  88   6   0   0| 739M 49.4M 1704M 85.8M|   0    52B|   0    28k
  5   1  95   0   0   0| 739M 49.4M 1704M 85.8M|   0     0 |   0     0 
  4   1  92   4   0   0| 739M 49.4M 1704M 85.9M|   0    52B|   0     0 
  4  15  81   0   0   0| 739M 49.4M 1704M 85.8M|   0     0 |   0    12k
  3   3  94   0   0   0| 739M 49.4M 1713M 77.2M|   0    52B|   0     0 
  3   2  77  18   0   0| 739M 49.4M 1713M 77.1M|   0     0 |   0  9244k
  3   2  95   0   0   0| 739M 49.4M 1713M 77.1M|   0    52B|   0     0 
  4   1  95   0   0   0| 739M 49.4M 1713M 77.1M|   0     0 |   0     0 
  4   2  91   4   0   0| 739M 49.4M 1713M 77.1M|   0    52B|   0     0 
  3   2  95   0   0   1| 739M 49.4M 1712M 77.2M|   0     0 |   0     0 
  5   1  90   4   0   0| 739M 49.4M 1712M 77.2M|   0    52B|   0    12k
  5   1  91   3   0   1| 739M 49.4M 1712M 77.2M|   0     0 |   0    16k
  3   2  95   0   0   0| 739M 49.4M 1712M 77.2M|   0    52B|   0     0 
  5   9  82   4   0   0| 739M 49.4M 1712M 77.2M|   0     0 |   0    12k
  3   3  94   0   0   0| 739M 49.4M 1712M 77.4M|   0    52B|   0     0 
  3   2  94   2   0   0| 739M 49.4M 1712M 77.4M|   0     0 |   0    12k
  4   2  94   0   0   0| 739M 49.4M 1712M 77.4M|   0    52B|   0     0 
  4   3  91   3   0   0| 739M 49.4M 1712M 77.4M|   0     0 |   0    36k
  4   1  93   3   0   0| 739M 49.4M 1712M 77.4M|   0    52B|   0     0 
  3   2  95   0   0   0| 739M 49.4M 1712M 77.4M|   0     0 |   0     0 
  5   1  91   4   0   0| 739M 49.4M 1712M 77.4M|   0    52B|   0    12k
  4   2  94   0   0   0| 739M 49.4M 1712M 77.4M|   0     0 |   0     0 
  3   2  95   0   0   0| 739M 49.4M 1712M 77.4M|   0    52B|   0     0 
  4  10  80   6   0   0| 739M 49.4M 1712M 77.2M|   0     0 |   0    28k
  4   2  94   0   0   0| 739M 49.4M 1712M 77.3M|   0    52B|   0     0 
  3   2  93   3   0   0| 739M 49.4M 1712M 77.3M|   0     0 |   0    12k
  3   1  94   1   0   1| 739M 49.4M 1712M 77.5M|   0    52B|   0     0 
  4   2  94   0   0   0| 739M 49.4M 1712M 77.5M|   0     0 |   0     0 
  3   3  91   4   0   0| 739M 49.4M 1712M 77.5M|   0    52B|   0     0 
  3   2  92   3   0   0| 739M 49.5M 1712M 77.5M|   0     0 |   0    36k
  5   1  87   7   0   1| 739M 49.5M 1712M 77.5M|   0    52B|   0   128k
  3   2  92   4   0   0| 739M 49.5M 1712M 77.5M|   0     0 |   0     0 
  4   1  95   0   0   0| 739M 49.5M 1712M 77.5M|   0    52B|   0     0 
  4   2  90   4   0   0| 739M 49.5M 1712M 77.5M|   0     0 |   0     0 
  4  10  87   0   0   0| 739M 49.5M 1720M 70.1M|   0    52B|   0    12k
  4   3  85   9   0   0| 738M 49.5M 1720M 69.8M|   0     0 |   0  8084k
  3   2  92   4   0   0| 739M 49.5M 1720M 69.8M|   0    52B|   0     0 
  4   1  95   0   0   0| 739M 49.5M 1720M 69.8M|   0     0 |   0     0 
  4   1  91   4   0   0| 739M 49.5M 1720M 69.8M|   0    52B|   0     0 
  4   1  95   0   0   0| 739M 49.5M 1720M 69.8M|   0     0 |   0     0 
  4   1  95   0   0   0| 739M 49.5M 1720M 69.8M|   0    52B|   0    28k
  4   2  90   5   0   0| 739M 49.5M 1720M 69.3M|   0     0 |   0    16k
  3   1  96   0   0   0| 739M 49.5M 1720M 69.3M|   0    52B|   0     0 
  4   1  92   3   0   0| 739M 49.5M 1720M 69.3M|   0     0 |   0     0 
  6  10  84   1   0   0| 739M 49.5M 1720M 69.1M|   0    52B|   0    12k
  4   2  94   0   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0    12k
  3   1  95   1   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  3   2  93   3   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0    32k
  4   2  91   4   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  3   2  95   0   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0     0 
  3   2  95   0   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0    12k
  4   1  91   4   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0     0 
  3   2  95   0   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  3   2  89   7   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0    16k
  5  23  72   0   0   1| 739M 49.5M 1720M 69.1M|   0    52B|   0    12k
  4   1  95   0   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0    16k
  4   2  90   4   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  4   2  95   0   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0     0 
  4   2  92   3   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  4   2  92   2   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0    36k
  4   2  94   0   0   0| 739M 49.5M 1720M 69.2M|   0    52B|   0    12k
  4   2  91   4   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0     0 
  4   2  94   0   0   1| 739M 49.5M 1720M 69.2M|   0    52B|   0     0 
  4   1  92   4   0   0| 739M 49.5M 1720M 69.2M|   0     0 |   0     0 
  5   9  86   0   0   0| 739M 49.5M 1720M 68.8M|   0    52B|   0  8192B
  3   4  82  10   0   1| 739M 49.5M 1728M 61.9M|   0     0 |   0  8112k
  5   1  91   4   0   0| 738M 49.5M 1728M 61.9M|   0    52B|   0     0 
  4   2  95   0   0   0| 738M 49.5M 1728M 61.9M|   0     0 |   0     0 
  4   3  91   3   0   0| 738M 49.5M 1728M 61.9M|   0    52B|   0     0 
  4   1  93   2   0   0| 739M 49.5M 1728M 61.9M|   0     0 |   0     0 
  3   2  95   0   0   0| 739M 49.5M 1728M 61.9M|   0    52B|   0    12k
  3   2  89   6   0   0| 739M 49.5M 1728M 61.9M|   0     0 |   0    16k
  4   2  95   0   0   0| 739M 49.5M 1728M 61.7M|   0    52B|   0     0 
  4   1  95   0   0   0| 739M 49.5M 1728M 61.7M|   0     0 |   0     0 
  4   2  91   4   0   0| 739M 49.5M 1728M 61.6M|   0    52B|   0     0 
  5  15  80   0   0   0| 739M 49.5M 1728M 61.3M|   0     0 |   0    24k
  4   1  92   4   0   0| 739M 49.5M 1728M 61.5M|   0    52B|   0     0 
  5   1  92   3   0   0| 739M 49.5M 1728M 61.5M|   0     0 |   0    36k
  4   1  95   0   0   0| 739M 49.5M 1728M 61.5M|   0    52B|   0     0 
  4   2  91   4   0   1| 739M 49.5M 1728M 61.4M|   0     0 |   0     0 
  4   2  95   0   0   0| 739M 49.5M 1728M 61.5M|   0    52B|   0    12k
  4   2  91   4   0   1| 739M 49.5M 1728M 61.5M|   0     0 |   0     0 
  3   2  95   0   0   0| 739M 49.5M 1728M 61.5M|   0    52B|   0     0 
  4   1  93   3   0   0| 739M 49.6M 1728M 61.5M|   0     0 |   0    16k
  4   2  89   6   0   0| 739M 49.6M 1728M 61.5M|   0    52B|   0     0 
  5   9  84   1   0   0| 739M 49.6M 1728M 61.3M|   0     0 |   0    24k
  3   2  91   4   0   0| 739M 49.6M 1728M 61.4M|   0    52B|   0     0 
  3   3  94   0   0   0| 739M 49.6M 1728M 61.4M|   0     0 |   0     0 
  4   1  96   0   0   0| 739M 49.6M 1728M 61.4M|   0    52B|   0     0 
  2   3  91   4   0   0| 739M 49.6M 1728M 61.3M|   0     0 |   0    36k
  4   3  93   0   0   0| 739M 49.6M 1728M 61.3M|   0    52B|   0    12k
  3   2  94   1   0   0| 739M 49.6M 1728M 61.3M|   0     0 |   0     0 
  3   1  92   4   0   0| 739M 49.6M 1728M 61.3M|   0    52B|   0     0 
  4   2  94   0   0   0| 739M 49.6M 1728M 61.3M|   0     0 |   0     0 
  4   3  89   5   0   0| 739M 49.6M 1728M 61.1M|   0    52B|8192B    0 
  5  19  62  14   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0  8176k
  4   1  95   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  4   2  90   4   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  4   2  94   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  4   2  91   4   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  5   2  94   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0    52k
  4   3  91   2   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0    36k
  4   2  91   4   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  3   2  95   0   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  4   2  91   4   0   1| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  4   3  93   0   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0    16k
  5  26  69   0   0   0| 739M 49.6M 1736M 53.4M|   0    52B|   0  8192B
  4   1  89   6   0   0| 739M 49.6M 1736M 53.5M|   0     0 |   0    36k
  4   0  95   0   0   0| 739M 49.6M 1736M 53.5M|   0    52B|   0     0 
  3   2  91   4   0   0| 739M 49.6M 1736M 53.5M|   0     0 |   0     0 
  4   2  94   0   0   0| 739M 49.6M 1736M 53.5M|   0    52B|   0    16k
  4   1  95   0   0   0| 739M 49.6M 1736M 53.5M|   0     0 |   0     0 
  3   4  93   1   0   0| 739M 49.6M 1736M 53.5M|   0    52B|   0     0 
  4   2  92   3   0   0| 739M 49.6M 1736M 53.5M|   0     0 |   0    16k
  4   2  94   0   0   0| 739M 49.6M 1736M 53.5M|   0    52B|   0     0 
  4   1  91   4   0   0| 739M 49.6M 1736M 53.5M|   0     0 |   0    12k
  5  24  71   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0    12k
  4   1  92   4   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  3   1  96   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  4   1  93   3   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0    36k
  5   1  90   4   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0    12k
  4   1  95   0   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  4   1  92   4   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  4   2  94   0   0   0| 739M 49.6M 1736M 53.3M|   0     0 |   0     0 
  4   1  95   0   0   0| 739M 49.6M 1736M 53.3M|   0    52B|   0     0 
  5   2  82  12   0   0| 739M 49.6M 1744M 45.6M|   0     0 |   0  8088k
  3   4  92   0   0   0| 740M 49.6M 1744M 45.0M|   0    52B|   0  4096B
  6   7  83   4   0   1| 740M 49.6M 1744M 45.0M|   0     0 |   0  8192B
  3   2  95   0   0   0| 740M 49.6M 1744M 45.1M|   0    52B|   0     0 
  3   1  96   0   0   0| 740M 49.6M 1744M 45.1M|   0     0 |   0     0 
  3   2  91   4   0   0| 740M 49.6M 1744M 45.1M|   0    52B|   0    12k
  3   2  93   3   0   0| 740M 49.6M 1744M 45.1M|   0     0 |   0    36k
  4   2  92   3   0   0| 740M 49.6M 1744M 45.1M|   0    52B|   0     0 
  3   1  95   1   0   0| 740M 49.6M 1744M 45.1M|   0     0 |   0     0 
  3   1  95   0   0   1| 740M 49.6M 1744M 45.1M|   0    52B|   0     0 
  4   1  94   1   0   0| 740M 49.6M 1744M 45.1M|   0     0 |   0    12k
  4   2  95   0   0   0| 740M 49.6M 1744M 45.1M|   0    52B|   0     0 
  5  19  73   3   0   0| 740M 49.6M 1744M 45.1M|   0     0 |   0    28k
  5   2  90   4   0   0| 739M 49.6M 1744M 45.2M|   0    52B|   0     0 
  3   3  95   0   0   0| 739M 49.6M 1744M 45.2M|   0     0 |   0     0 
  3   2  91   4   0   0| 739M 49.6M 1744M 45.2M|   0    52B|   0    12k
  4   2  94   0   0   0| 739M 49.6M 1744M 45.2M|   0     0 |   0     0 
  4   2  94   0   0   0| 739M 49.6M 1744M 45.2M|   0    52B|   0     0 
  4   2  88   6   0   1| 739M 49.6M 1744M 45.2M|   0     0 |   0    36k
  4   2  94   0   0   0| 739M 49.6M 1744M 45.2M|   0    52B|   0     0 
  3   1  92   4   0   0| 739M 49.6M 1744M 45.2M|   0     0 |   0    12k
  4   1  95   0   0   0| 739M 49.6M 1744M 45.2M|   0    52B|   0     0 
  5   9  86   0   0   0| 740M 49.6M 1744M 44.4M|   0     0 |   0    12k
  4   2  90   4   0   1| 740M 49.6M 1744M 44.6M|   0    52B|   0     0 
  4   1  93   3   0   0| 740M 49.7M 1744M 44.6M|   0     0 |   0    32k
  3   3  91   3   0   0| 740M 49.7M 1744M 44.6M|   0    52B|   0    12k
  4   1  94   1   0   0| 740M 49.7M 1744M 44.6M|   0     0 |   0     0 
  4   1  95   0   0   0| 740M 49.7M 1744M 44.6M|   0    52B|   0     0 
  3   2  90   5   0   0| 740M 49.7M 1744M 44.6M|   0     0 |   0     0 
  5   2  93   0   0   0| 740M 49.7M 1744M 44.6M|   0    52B|   0     0 
  4   3  86   7   0   0| 740M 49.7M 1752M 36.7M|   0     0 |   0  8080k
  3   2  92   3   0   0| 740M 49.7M 1752M 36.6M|   0    52B|   0     0 
  4  16  79   0   0   0| 740M 49.7M 1752M 36.2M|   0     0 |   0  4096B
  5   8  85   3   0   0| 740M 49.7M 1752M 36.2M|   0    52B|   0  8192B
  3   1  96   0   0   0| 740M 49.7M 1752M 36.4M|   0     0 |   0     0 
  4   2  94   0   0   0| 740M 49.7M 1752M 36.4M|   0    52B|   0    28k
  4   3  86   6   0   0| 740M 49.7M 1752M 36.4M|   0     0 |   0    36k
  8   3  89   0   0   0| 740M 49.7M 1752M 36.2M|   0    52B|   0     0 
 10   4  82   4   0   0| 740M 49.7M 1752M 36.3M|   0     0 |   0     0 
  8   3  88   0   0   1| 740M 49.7M 1752M 36.3M|   0    52B|   0     0 
  7   3  91   0   0   0| 740M 49.7M 1760M 28.3M|   0     0 |   0    12k
  4   2  91   4   0   0| 740M 49.7M 1760M 28.4M|   0    52B|   0     0 
 10  13  74   3   0   0| 740M 49.7M 1760M 28.6M|   0     0 |   0    16k
  5  17  75   4   0   0| 740M 49.7M 1760M 28.4M|   0    52B|   0    12k
  3   1  95   0   0   1| 740M 49.7M 1759M 28.5M|   0     0 |   0     0 
  3   2  95   0   0   0| 740M 49.7M 1759M 28.5M|   0    52B|   0    12k
  3   2  91   4   0   1| 740M 49.7M 1760M 28.5M|   0     0 |   0     0 
  4   2  95   0   0   0| 740M 49.7M 1760M 28.5M|   0    52B|   0     0 
  3   2  89   6   0   0| 740M 49.7M 1760M 28.5M|   0     0 |   0    36k
  3   1  96   0   0   0| 740M 49.7M 1760M 28.5M|   0    52B|   0     0 
  4   1  94   0   0   0| 740M 49.7M 1760M 28.5M|   0     0 |   0    12k
  4   1  90   5   0   0| 740M 49.7M 1760M 28.5M|   0    52B|   0     0 
  4   2  94   0   0   0| 740M 49.7M 1760M 28.5M|   0     0 |   0     0 
  4  17  78   0   0   0| 740M 49.7M 1760M 28.2M|   0    52B|   0    12k
  4   1  90   5   0   0| 740M 49.7M 1760M 28.2M|   0     0 |   0    36k
  5   1  94   0   0   0| 740M 49.7M 1760M 28.2M|   0    52B|   0    12k
  4   1  93   2   0   0| 740M 49.7M 1760M 28.2M|   0     0 |   0     0 
  3   2  95   1   0   1| 740M 49.7M 1760M 28.2M|   0    52B|   0     0 
  3   2  96   0   0   0| 740M 49.7M 1760M 28.2M|   0     0 |   0     0 
  4   1  92   4   0   0| 740M 49.7M 1760M 28.2M|   0    52B|   0     0 
  3   3  86   9   0   1| 740M 48.3M 1755M 34.4M|   0     0 |   0  8068k
  5   1  90   4   0   0| 740M 48.3M 1755M 34.4M|   0    52B|   0     0 
  4   1  95   0   0   0| 740M 48.3M 1755M 34.4M|   0     0 |   0     0 
  3   9  88   0   0   0| 740M 48.3M 1755M 34.0M|   0    52B|   0  4096B
  4  12  83   1   0   0| 740M 48.3M 1744M 45.3M|   0     0 |   0  8192B
  3   2  95   0   0   0| 740M 48.3M 1744M 45.4M|   0    52B|   0    12k
  3   2  89   7   0   0| 740M 48.3M 1744M 45.4M|   0     0 |   0    32k
  3   2  96   0   0   0| 740M 48.3M 1744M 45.4M|   0    52B|   0     0 
  3   2  91   4   0   0| 740M 48.3M 1744M 45.4M|   0     0 |   0     0 
  4   1  95   0   0   0| 740M 48.3M 1744M 45.4M|   0    52B|   0     0 
  3   2  95   0   0   0| 740M 48.3M 1744M 45.3M|   0     0 |   0    12k
  3   2  95   1   0   0| 740M 48.3M 1744M 45.3M|   0    52B|   0     0 
  4   1  93   3   0   0| 740M 48.3M 1744M 45.3M|   0     0 |   0    16k
  3   2  94   1   0   1| 740M 48.3M 1744M 45.3M|   0   226B|   0     0 
  6  13  78   4   0   0| 740M 48.3M 1744M 45.6M|   0     0 |   0    12k
  3   2  96   0   0   0| 740M 48.3M 1744M 45.7M|   0    52B|   0    12k
  3   1  92   4   0   0| 740M 48.3M 1744M 45.7M|   0     0 |   0     0 
  5   1  94   0   0   0| 740M 48.3M 1744M 45.7M|   0    52B|   0     0 
  4   2  93   2   0   0| 740M 48.4M 1744M 45.7M|   0     0 |   0    36k
  3   2  92   4   0   0| 740M 48.4M 1744M 45.7M|   0    52B|   0     0 
  4   2  95   0   0   0| 740M 48.4M 1744M 45.7M|   0     0 |   0    12k
  3   2  91   4   0   0| 740M 48.4M 1744M 45.7M|   0    52B|   0     0 
  3   1  96   0   0   0| 740M 48.4M 1744M 45.7M|   0     0 |   0     0 
  3   2  95   0   0   0| 740M 48.4M 1744M 45.7M|   0    52B|   0     0 
  4  10  80   7   0   0| 740M 48.4M 1744M 45.5M|   0     0 |   0    28k
  3   2  95   0   0   0| 740M 48.4M 1744M 45.6M|   0    52B|   0    12k
  4   1  91   3   0   0| 740M 48.4M 1753M 36.5M|   0     0 |   0     0 
 14   6  80   0   0   0| 740M 48.4M 1753M 36.5M|   0    52B|   0     0 
  3   2  95   0   0   0| 740M 48.4M 1753M 36.5M|   0     0 |   0     0 
  4   2  91   4   0   0| 740M 48.4M 1753M 36.5M|   0    52B|   0     0 
  4   2  84  11   0   0| 740M 48.4M 1761M 28.9M|   0     0 |   0  8116k
  3   2  92   4   0   0| 740M 48.4M 1761M 28.9M|   0    52B|   0     0 
  3   1  96   0   0   0| 740M 48.4M 1761M 28.9M|   0     0 |   0     0 
  5   1  95   1   0   0| 740M 48.4M 1761M 28.9M|   0    52B|   0     0 
  4  12  80   4   0   0| 740M 48.4M 1761M 28.3M|   0     0 |   0    12k
  3   3  94   0   0   0| 740M 48.4M 1761M 28.4M|   0    52B|   0    24k
  4   1  92   3   0   0| 740M 48.4M 1761M 28.4M|   0     0 |   0    36k
  4   2  90   4   0   0| 741M 48.4M 1761M 28.2M|   0    52B|   0     0 
  3   1  89   7   0   0| 741M 48.4M 1761M 28.2M|   0     0 |   0   112k
  4   1  92   4   0   0| 741M 48.4M 1761M 28.2M|   0    52B|   0     0 
  3   2  95   0   0   0| 741M 48.4M 1761M 28.2M|   0     0 |   0    12k
  3   1  96   0   0   0| 741M 48.4M 1761M 28.2M|   0    52B|   0     0 
  4   2  91   4   0   1| 740M 48.4M 1761M 28.3M|   0     0 |   0     0 
  4   1  95   0   0   0| 740M 48.4M 1761M 28.3M|   0    52B|   0     0 
  4   2  90   3   0   0| 740M 48.4M 1761M 28.5M|   0     0 |   0    56k
  5  11  85   0   0   0| 740M 48.4M 1761M 28.3M|   0    52B|   0    16k
  3   1  93   3   0   0| 740M 48.4M 1761M 28.3M|   0     0 |   0     0 
  3   2  95   0   0   0| 740M 48.4M 1761M 28.3M|   0    52B|   0     0 
  3   1  96   0   0   0| 740M 48.4M 1761M 28.3M|   0     0 |   0     0 
  4   2  91   4   0   1| 740M 48.4M 1761M 28.3M|   0    52B|   0     0 
  3   3  91   3   0   0| 740M 48.4M 1761M 28.3M|   0     0 |   0    68k
  5   2  89   4   0   0| 741M 48.4M 1761M 28.2M|   0    52B|   0     0 
 10   4  86   0   0   0| 741M 48.4M 1764M 25.2M|   0     0 |   0     0 
  4   2  94   0   0   0| 741M 48.4M 1764M 25.2M|   0    52B|   0     0 
  4   3  90   4   0   0| 741M 48.4M 1764M 25.2M|   0     0 |   0     0 
  5  15  80   0   0   0| 741M 47.2M 1751M 39.0M|   0    52B|   0    12k
  3   2  93   3   0   0| 741M 47.2M 1751M 39.1M|   0     0 |   0    36k
  9   6  81   4   0   0| 741M 47.2M 1751M 39.1M|   0    52B|   0    36k
  7   2  91   0   0   0| 741M 47.2M 1751M 39.1M|   0     0 |   0     0 
 11   5  81   3   0   0| 741M 47.2M 1751M 39.1M|   0    52B|   0     0 
 10   7  82   0   0   1| 740M 47.2M 1757M 33.4M|   0     0 |   0     0 
  9   4  87   0   0   0| 740M 47.2M 1757M 33.5M|   0    52B|   0     0 
 10   4  81   5   0   0| 740M 47.3M 1757M 33.2M|   0     0 |   0    16k
  8   3  90   0   0   0| 740M 47.3M 1757M 33.3M|   0    52B|   0     0 
  8   5  85   2   0   1| 740M 47.3M 1757M 33.3M|   0     0 |   0     0 
 11   9  74   7   0   0| 741M 47.3M 1757M 32.6M|   0    52B|   0  6408k
 11   5  84   0   0   0| 741M 47.3M 1761M 28.4M|   0     0 |   0     0 
 10   5  81   4   0   0| 741M 47.3M 1761M 28.4M|   0    52B|   0     0 
  7   3  89   0   0   0| 741M 47.3M 1761M 28.4M|   0     0 |   0     0 
 15   5  77   4   0   0| 741M 47.3M 1761M 28.4M|   0    52B|   0     0 
  4   3  88   5   0   0| 741M 47.3M 1765M 25.0M|   0     0 |   0   144k
  8   3  82   7   0   0| 741M 46.3M 1751M 39.2M|   0   159B|   0  4096B
  5   2  89   4   0   0| 741M 46.3M 1749M 41.5M|   0     0 |   0     0 
  7   3  90   0   0   0| 741M 46.3M 1747M 43.3M|   0    52B|   0     0 
  5   6  85   3   0   0| 741M 46.3M 1741M 49.5M|   0     0 |   0     0 
  4   7  89   0   0   0| 741M 46.3M 1741M 50.1M|   0    52B|   0    12k
  4   2  93   2   0   0| 741M 46.3M 1741M 50.2M|   0     0 |   0    32k
  7   4  85   4   0   0| 740M 46.3M 1741M 50.2M|   0    52B|   0     0 
  3   2  95   0   0   0| 740M 46.3M 1741M 50.2M|   0     0 |   0     0 
  4   2  95   0   0   0| 741M 46.3M 1741M 50.2M|   0    52B|   0     0 
  8   3  86   4   0   0| 741M 46.3M 1741M 49.9M|   0     0 |   0     0 
 11   4  86   0   0   0| 741M 46.3M 1741M 49.8M|   0    52B|   0    28k
  8   3  84   5   0   0| 741M 46.3M 1741M 49.9M|   0     0 |   0    12k
  8   4  88   0   0   0| 741M 46.3M 1741M 49.9M|   0    52B|   0     0 
