[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  3   2  95   0   0   0| 753M 37.9M 1716M 71.0M|   0    52B|   0    28k
  4   1  95   0   0   0| 753M 37.9M 1716M 71.0M|   0     0 |   0     0 
  3   3  91   4   0   0| 753M 37.9M 1716M 70.9M|   0    52B|   0     0 
  3   2  93   2   0   0| 753M 37.9M 1716M 70.9M|   0     0 |   0    16k
  3   2  92   4   0   0| 753M 37.9M 1716M 70.9M|   0    52B|   0     0 
  4   1  95   0   0   0| 753M 37.9M 1716M 70.9M|   0     0 |   0    12k
  3   2  95   0   0   0| 753M 37.9M 1716M 70.9M|   0    52B|   0     0 
  3   2  91   4   0   0| 753M 37.9M 1716M 70.9M|   0     0 |   0     0 
  4   1  95   0   0   1| 753M 37.9M 1716M 70.9M|   0    52B|   0     0 
  3   3  88   6   0   0| 753M 37.9M 1724M 62.8M|   0     0 |   0    16k
  4   2  87   8   0   0| 753M 37.9M 1724M 62.8M|   0    52B|   0  8040k
  3   2  95   0   0   0| 753M 37.9M 1724M 62.8M|   0     0 |   0     0 
  5  10  81   4   0   0| 753M 37.9M 1727M 59.9M|   0    52B|   0    12k
  4   1  96   0   0   0| 753M 37.9M 1727M 59.9M|   0     0 |   0     0 
  3   2  95   1   0   0| 753M 37.9M 1727M 59.9M|   0    52B|   0     0 
  3   2  90   5   0   0| 753M 38.0M 1727M 59.9M|   0     0 |   0    48k
  3   1  95   0   0   1| 753M 38.0M 1727M 59.9M|   0    52B|   0     0 
  3   3  90   4   0   0| 753M 38.0M 1727M 59.8M|   0     0 |   0     0 
  4   3  94   0   0   0| 753M 38.0M 1727M 59.8M|   0    52B|   0     0 
  3   2  95   0   0   0| 753M 38.0M 1727M 59.8M|   0     0 |   0     0 
  4   2  91   4   0   0| 753M 38.0M 1727M 59.8M|   0    52B|   0    16k
  3   2  93   3   0   0| 753M 38.0M 1727M 59.8M|   0     0 |   0    16k
  4   1  92   4   0   0| 753M 38.0M 1727M 59.8M|   0    52B|   0     0 
  4   2  94   0   0   0| 753M 38.0M 1727M 59.8M|   0     0 |   0     0 
  4   1  95   0   0   0| 753M 38.0M 1727M 59.8M|   0    52B|   0     0 
  4   2  91   4   0   0| 753M 38.0M 1727M 59.8M|   0     0 |   0    16k
  4   1  96   0   0   0| 753M 38.0M 1727M 59.8M|   0    52B|   0     0 
  4   1  88   7   0   0| 753M 38.0M 1724M 62.5M|   0     0 |   0    16k
  4   1  95   0   0   0| 753M 38.0M 1724M 62.6M|   0    52B|   0     0 
  4   2  94   0   0   0| 753M 38.0M 1725M 62.1M|   0     0 |   0     0 
  4   3  90   3   0   0| 753M 38.0M 1725M 62.4M|   0    52B|   0    12k
  3   2  95   0   0   0| 753M 38.0M 1725M 62.4M|   0     0 |   0     0 
  4   3  90   3   0   0| 753M 38.0M 1725M 62.4M|   0    52B|   0     0 
  3   2  93   3   0   0| 753M 38.0M 1725M 62.4M|   0     0 |   0    16k
  3   1  96   0   0   0| 753M 38.0M 1725M 62.4M|   0    52B|   0     0 
  4   2  91   4   0   0| 753M 38.0M 1725M 62.4M|   0     0 |   0    12k
  4   1  95   0   0   0| 753M 38.0M 1725M 62.4M|   0    52B|   0     0 
  4   1  95   0   0   0| 753M 38.0M 1725M 62.4M|   0     0 |   0     0 
  4   1  92   4   0   0| 753M 38.0M 1725M 62.4M|   0    52B|   0     0 
  4   2  91   3   0   0| 753M 38.0M 1733M 54.6M|   0     0 |   0    16k
  3   3  84  11   0   0| 753M 38.0M 1733M 54.6M|   0    52B|   0  8048k
  3   2  95   0   0   0| 753M 38.0M 1733M 54.6M|   0     0 |   0     0 
  6   5  88   0   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0    12k
  5   1  91   3   0   0| 753M 38.0M 1736M 51.5M|   0     0 |   0     0 
  4   1  95   0   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0     0 
  3   2  91   5   0   0| 753M 38.0M 1736M 51.5M|   0     0 |   0    64k
  4   2  94   0   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0     0 
  4   1  95   0   0   0| 753M 38.0M 1736M 51.5M|   0     0 |   0     0 
  5   1  90   4   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0     0 
  4   2  94   0   0   1| 753M 38.0M 1736M 51.5M|   0     0 |   0     0 
  4   2  92   2   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0    12k
  5   1  91   3   0   0| 753M 38.0M 1736M 51.5M|   0     0 |   0    16k
  2   2  96   0   0   0| 753M 38.0M 1736M 51.5M|   0    52B|   0     0 
 12   4  81   4   0   0| 753M 38.0M 1735M 51.4M|   0     0 |   0     0 
  8   4  88   0   0   0| 753M 38.0M 1736M 51.4M|   0    52B|   0     0 
 10   3  80   7   0   0| 753M 38.0M 1735M 51.4M|   0     0 |   0   140k
 11   4  84   1   0   0| 753M 38.0M 1736M 51.1M|   0    52B|   0     0 
  7   2  92   0   0   0| 753M 38.0M 1736M 51.1M|   0     0 |   0     0 
 12   3  81   4   0   0| 753M 38.0M 1736M 51.1M|   0    52B|   0     0 
 14   8  79   0   0   0| 753M 38.0M 1736M 51.1M|   0     0 |   0     0 
 11   3  84   2   0   0| 753M 38.0M 1736M 51.1M|   0    52B|   0    28k
  6   4  85   4   0   1| 753M 38.0M 1736M 50.9M|   0     0 |   0     0 
 13   4  83   0   0   0| 753M 38.0M 1736M 51.0M|   0    52B|   0     0 
 13   5  77   4   0   0| 753M 38.0M 1736M 51.0M|   0     0 |   0     0 
 15   5  80   0   0   0| 753M 38.0M 1736M 51.0M|   0    52B|   0     0 
  9   4  87   0   0   0| 753M 38.0M 1736M 51.0M|   0     0 |   0    12k
  7   2  85   6   0   0| 753M 38.0M 1736M 51.0M|   0    52B|   0    48k
 13   6  81   0   0   0| 753M 38.0M 1736M 51.5M|   0     0 |   0     0 
 10   6  81   3   0   0| 753M 38.0M 1736M 51.4M|   0    52B|   0     0 
  8   4  88   0   0   0| 753M 38.0M 1744M 43.8M|   0     0 |   0     0 
 10   4  77   8   0   0| 753M 38.0M 1744M 43.2M|   0    52B|   0  7892k
  7   2  87   5   0   0| 753M 38.0M 1744M 43.1M|   0     0 |   0     0 
  7   5  88   0   0   0| 753M 38.0M 1744M 43.3M|   0    52B|   0    12k
  8   3  87   2   0   0| 753M 38.0M 1744M 43.4M|   0     0 |   0     0 
  7   3  90   0   0   0| 753M 38.0M 1744M 43.4M|   0    52B|   0     0 
  5   3  89   2   0   1| 753M 38.1M 1744M 43.2M|   0     0 |   0    56k
  6   1  89   4   0   0| 753M 38.1M 1744M 43.2M|   0    52B|   0     0 
  5   3  92   0   0   0| 753M 38.1M 1744M 43.2M|   0     0 |   0     0 
  6   3  90   1   0   0| 753M 38.1M 1744M 43.2M|   0    52B|   0     0 
  6   3  88   3   0   0| 753M 38.1M 1744M 43.2M|   0     0 |   0     0 
  9   5  86   0   0   0| 753M 38.1M 1744M 43.2M|   0    52B|   0    28k
  6   3  85   7   0   0| 753M 38.1M 1743M 43.2M|   0     0 |   0    16k
  6   2  92   0   0   0| 753M 38.1M 1743M 43.3M|   0    52B|   0     0 
  5   1  94   0   0   0| 753M 38.1M 1743M 43.3M|   0     0 |   0     0 
  4   2  90   4   0   0| 753M 38.1M 1743M 43.1M|   0    52B|   0     0 
  6   3  91   0   0   0| 753M 38.1M 1744M 43.1M|   0     0 |   0    12k
  4   2  91   4   0   0| 753M 38.1M 1744M 43.1M|   0    52B|   0     0 
  3   2  93   3   0   0| 753M 38.1M 1743M 43.1M|   0     0 |   0    16k
  3   2  96   0   0   0| 753M 38.1M 1743M 43.1M|   0    52B|   0     0 
  4   2  90   4   0   0| 753M 38.1M 1743M 43.1M|   0     0 |   0     0 
  3   2  95   0   0   0| 753M 38.1M 1743M 43.1M|   0    52B|   0    12k
  3   2  90   5   0   0| 753M 38.1M 1743M 43.1M|   0     0 |   0     0 
  3   1  96   0   0   0| 753M 38.1M 1743M 43.1M|   0    52B|   0     0 
  4   3  91   2   0   0| 753M 38.1M 1743M 43.1M|   0     0 |   0    16k
  6   1  88   4   0   0| 753M 38.1M 1744M 43.1M|   0    52B|   0     0 
  6   4  91   0   0   0| 753M 38.1M 1744M 43.1M|   0     0 |   0    12k
 12   7  81   1   0   0| 753M 38.1M 1747M 40.2M|   0    52B|   0     0 
  5   3  91   0   0   1| 753M 38.1M 1744M 43.2M|   0     0 |   0     0 
 10   5  86   0   0   0| 753M 38.1M 1743M 43.6M|   0    52B|   0     0 
  6   3  85   6   0   0| 753M 38.1M 1751M 35.8M|   0     0 |   0    16k
 11   2  77  10   1   0| 753M 38.1M 1749M 37.9M|   0    52B|   0  8064k
  7   3  90   0   0   0| 753M 38.1M 1758M 28.6M|   0     0 |   0     0 
 10   7  79   4   0   0| 753M 38.1M 1758M 28.1M|   0    52B|   0  8192B
  5   7  87   0   0   0| 753M 38.1M 1755M 31.7M|   0     0 |   0  4096B
  3   2  90   4   0   1| 753M 38.1M 1755M 31.7M|   0    52B|   0     0 
  6   4  90   0   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0    12k
 10   3  86   2   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0    36k
  3   1  92   4   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0     0 
  3   1  96   0   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0     0 
  4   2  91   4   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0     0 
  4   1  95   0   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0    12k
  3   2  95   0   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0     0 
  4   1  89   7   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0    16k
  3   2  94   1   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0     0 
  3   1  94   2   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0     0 
  3   2  95   0   0   0| 754M 38.1M 1757M 28.7M|   0     0 |   0    12k
  4   1  95   0   0   0| 754M 38.1M 1757M 28.7M|   0    52B|   0     0 
  3   2  91   4   0   0| 754M 38.1M 1752M 33.8M|   0     0 |   0     0 
  4   2  92   3   0   0| 754M 38.1M 1752M 33.8M|   0    52B|   0    16k
  4   2  92   3   0   0| 754M 38.1M 1752M 33.8M|   0     0 |   0     0 
  5   1  93   1   0   1| 754M 38.1M 1752M 33.8M|   0    52B|   0    12k
  3   2  95   0   0   0| 754M 38.1M 1752M 33.8M|   0     0 |   0     0 
  4   2  91   4   0   0| 754M 38.1M 1752M 33.7M|   0    52B|   0     0 
  3   2  95   0   0   0| 754M 38.1M 1752M 33.7M|   0     0 |   0     0 
  4   2  92   3   0   0| 754M 38.1M 1752M 33.7M|   0    52B|   0    16k
  3   2  91   4   0   0| 754M 38.1M 1752M 33.7M|   0     0 |   0    16k
  3   3  95   0   0   0| 754M 38.1M 1752M 33.7M|   0    52B|   0     0 
  3   2  91   4   0   0| 754M 38.1M 1741M 45.1M|   0     0 |   0     0 
  3   3  95   0   0   0| 754M 38.1M 1741M 45.2M|   0    52B|   0     0 
  4   4  92   0   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  5   2  77  17   0   0| 754M 38.1M 1749M 37.3M|   0    52B|   0  8032k
  3   2  95   0   0   0| 754M 38.1M 1749M 37.3M|   0     0 |   0     0 
  4   2  91   4   0   0| 754M 38.1M 1749M 37.3M|   0    52B|   0     0 
  4   8  89   0   0   0| 753M 38.1M 1749M 37.6M|   0     0 |   0    12k
  3   2  95   0   0   0| 753M 38.1M 1749M 37.6M|   0    52B|   0     0 
  4   2  88   6   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0    60k
  3   2  95   0   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  4   1  93   3   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  3   3  94   0   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  4   2  95   0   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  3   2  91   4   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0    12k
  3   2  93   3   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0    16k
  4   1  95   1   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  3   2  92   4   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  4   1  95   0   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  3   2  92   4   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0    12k
  3   2  95   0   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  4   2  92   3   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0    16k
  4   1  91   4   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  4   2  95   0   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  5   2  85   8   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0    52k
  3   2  95   0   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  4   2  94   0   0   0| 753M 38.1M 1749M 37.5M|   0    52B|   0     0 
  6   1  89   4   0   0| 753M 38.1M 1749M 37.5M|   0     0 |   0     0 
  7   4  89   0   0   0| 753M 38.1M 1758M 28.5M|   0    52B|   0     0 
  4   1  87   8   0   0| 753M 38.1M 1758M 28.5M|   0     0 |   0   100k
  3   2  96   0   0   0| 753M 38.1M 1758M 28.5M|   0    52B|   0     0 
  4   1  95   0   0   1| 753M 38.1M 1758M 28.4M|   0     0 |   0     0 
  4   1  87   8   0   0| 753M 38.1M 1758M 28.4M|   0    52B|   0    48k
  4   1  95   0   0   0| 754M 37.4M 1750M 36.0M|   0     0 |   0     0 
  3   2  86   9   0   0| 754M 37.4M 1750M 36.1M|   0    52B|   0  7208k
  3   2  95   0   0   0| 754M 37.4M 1750M 36.2M|   0     0 |   0     0 
  4   1  95   0   0   0| 754M 37.4M 1750M 36.2M|   0    52B|   0     0 
  5  18  75   3   0   0| 754M 37.4M 1750M 36.5M|   0     0 |   0    12k
  4   1  96   0   0   0| 754M 37.4M 1750M 36.5M|   0    52B|   0     0 
  4   2  93   3   0   0| 754M 37.4M 1750M 36.5M|   0     0 |   0    48k
  4   1  92   4   0   0| 754M 37.4M 1750M 36.5M|   0    52B|   0     0 
  4   1  95   0   0   0| 754M 37.4M 1750M 36.5M|   0     0 |   0     0 
  4   1  90   4   0   1| 754M 37.4M 1750M 36.5M|   0    52B|   0     0 
  3   2  95   0   0   0| 754M 37.4M 1750M 36.5M|   0     0 |   0     0 
  3   2  95   0   0   0| 754M 37.4M 1750M 36.6M|   0    52B|   0    12k
  4   2  88   7   0   0| 754M 37.4M 1750M 36.6M|   0     0 |   0    16k
  4   1  95   0   0   0| 754M 37.4M 1750M 36.6M|   0    52B|   0     0 
  4   1  92   4   0   0| 754M 37.4M 1750M 36.6M|   0     0 |   0     0 
  3   2  95   0   0   0| 754M 37.4M 1750M 36.6M|   0    52B|   0     0 
  5   0  95   1   0   0| 754M 37.4M 1750M 36.6M|   0     0 |   0    12k
  4   1  92   4   0   0| 754M 37.4M 1750M 36.6M|   0    52B|   0     0 
  4   1  94   1   0   0| 753M 37.4M 1744M 42.6M|   0     0 |   0    16k
  4   1  91   4   0   0| 753M 37.4M 1744M 42.7M|   0    52B|   0     0 
  3   2  95   0   0   0| 753M 37.4M 1744M 42.7M|   0     0 |   0     0 
  4   1  95   0   0   0| 753M 37.4M 1744M 42.7M|   0    52B|   0    12k
  3   2  91   4   0   0| 753M 37.4M 1744M 42.7M|   0     0 |   0     0 
  4   2  93   2   0   0| 753M 37.4M 1744M 42.8M|   0    52B|   0    16k
  4   2  95   0   0   0| 753M 37.4M 1744M 42.8M|   0     0 |   0     0 
  4   1  94   1   0   0| 753M 37.4M 1744M 42.8M|   0    52B|   0     0 
  6   3  91   0   0   1| 753M 37.4M 1744M 42.8M|   0     0 |   0    28k
  9   4  84   3   0   0| 753M 37.4M 1744M 42.8M|   0    52B|   0     0 
  6   3  91   1   0   0| 753M 37.4M 1744M 42.8M|   0     0 |   0    16k
 19  10  71   0   0   1| 753M 37.4M 1744M 42.8M|   0    52B|   0     0 
 10   4  83   3   0   0| 753M 37.4M 1756M 31.2M|   0     0 |   0     0 
  9   6  76   9   0   0| 753M 37.4M 1756M 30.9M|   0    52B|   0  8056k
 25   5  70   0   0   0| 753M 37.4M 1757M 30.5M|   0     0 |   0     0 
  5   3  92   0   0   0| 753M 37.4M 1757M 30.6M|   0    52B|   0     0 
 12  16  72   0   0   0| 753M 37.4M 1760M 27.5M|   0     0 |   0    12k
 20   6  70   3   0   0| 754M 37.4M 1757M 29.4M|   0    52B|   0     0 
 25   9  66   1   0   0| 756M 37.4M 1754M 30.2M|   0     0 |   0    52k
 12   5  80   3   0   0| 757M 37.4M 1751M 32.4M|   0    52B|   0     0 
 11   5  84   0   0   0| 756M 37.4M 1755M 29.1M|   0     0 |   0     0 
  4   2  95   0   0   0| 756M 37.4M 1755M 29.1M|   0    52B|   0     0 
 27  16  56   1   0   0| 766M 37.3M 1745M 29.8M|   0     0 |   0     0 
 10   4  84   2   0   0| 766M 37.3M 1745M 29.6M|   0    52B|   0    48k
 24   9  62   5   0   0| 758M 37.3M 1735M 48.3M|   0     0 |   0   104k
 12   3  81   4   0   0| 757M 37.3M 1735M 48.2M|   0    52B|  40k  160k
  9   3  66  21   0   0| 757M 37.4M 1735M 48.0M|   0     0 |  16k 1008k
 13   5  76   6   0   0| 758M 37.5M 1736M 46.5M|   0    52B| 276k    0 
  7   3  91   0   0   0| 758M 37.5M 1736M 46.5M|   0     0 |   0    12k
 30  24  31  16   0   0| 740M 37.5M 1737M 62.3M|   0    16E|1188k   96k
  5   6  88   0   0   0| 740M 37.5M 1736M 62.7M|   0     0 |   0     0 
 17  23  60   0   0   0| 740M 37.5M 1736M 62.3M|   0     0 |   0     0 
