[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  3   2  95   0   0   0| 750M 42.3M 1694M 91.2M|   0     0 |   0     0 
  4   1  95   0   0   0| 750M 42.3M 1694M 91.2M|   0    52B|   0     0 
  5   1  93   1   0   0| 750M 42.3M 1694M 91.2M|   0     0 |   0     0 
  3   2  95   0   0   0| 750M 42.3M 1694M 91.2M|   0    52B|   0     0 
  9   3  78  11   0   0| 750M 42.3M 1694M 90.9M|   0     0 |   0    48k
  4   2  95   0   0   0| 750M 42.3M 1694M 90.9M|   0    52B|   0     0 
  3   2  95   0   0   0| 750M 42.3M 1702M 83.5M|   0     0 |   0     0 
  4   2  84   9   0   1| 750M 42.3M 1702M 83.3M|   0    52B|   0   332k
  4   2  95   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  4   3  87   7   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0  8108k
  5  16  78   2   0   0| 750M 42.3M 1702M 83.2M|   0     0 |   0    12k
  5   1  95   0   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0     0 
  4   1  91   4   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  4   1  94   0   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0     0 
  3   3  95   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0    12k
  4   1  89   7   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0    36k
  3   3  95   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  3   2  92   4   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0     0 
  5   2  93   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  4   2  95   0   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0    16k
  3   2  91   4   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  4   1  93   3   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0    16k
  4   1  91   4   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  4   2  95   0   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0     0 
  3   2  95   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0    12k
  3   3  93   2   0   0| 750M 42.3M 1702M 83.3M|   0    52B|   0     0 
  2   3  95   0   0   0| 750M 42.3M 1702M 83.3M|   0     0 |   0     0 
  3   2  89   6   0   0| 751M 42.3M 1699M 85.9M|   0    52B|   0    16k
  4   1  95   1   0   0| 750M 42.3M 1699M 86.0M|   0     0 |   0     0 
  4   1  95   0   0   0| 750M 42.3M 1699M 86.0M|   0    52B|   0    16k
  4   2  91   4   0   0| 750M 42.3M 1699M 86.0M|   0     0 |   0     0 
  3   2  95   0   0   0| 750M 42.3M 1699M 86.0M|   0    52B|   0     0 
  3   3  95   0   0   0| 750M 42.3M 1699M 86.0M|   0     0 |   0     0 
  4   2  90   4   0   0| 750M 42.3M 1699M 86.0M|   0    52B|   0    16k
  3   2  95   0   0   0| 750M 42.3M 1699M 86.0M|   0     0 |   0    12k
 10   7  81   3   0   0| 751M 42.3M 1726M 58.8M|   0    52B|   0     0 
 11   7  82   0   0   0| 750M 42.3M 1734M 51.2M|   0     0 |   0     0 
  5   3  92   0   0   0| 750M 42.3M 1734M 51.2M|   0    52B|   0     0 
  6   2  89   4   0   0| 750M 42.3M 1734M 51.2M|   0     0 |   0     0 
  4   3  84   9   0   0| 751M 42.4M 1738M 47.4M|   0    52B|   0  8076k
  5   6  86   4   0   0| 751M 42.4M 1737M 47.3M|   0     0 |   0    12k
  3   2  96   0   0   0| 751M 42.4M 1737M 47.4M|   0    52B|   0     0 
  3   2  95   0   0   0| 751M 42.4M 1737M 47.4M|   0     0 |   0     0 
  3   3  90   4   0   0| 751M 42.4M 1737M 47.4M|   0    52B|   0     0 
  4   1  95   0   0   0| 751M 42.4M 1737M 47.4M|   0     0 |   0    28k
  5   3  86   7   0   1| 751M 42.4M 1737M 47.4M|   0    52B|   0    36k
  8   5  87   0   0   0| 751M 42.4M 1737M 47.4M|   0     0 |   0     0 
  9   4  87   0   0   0| 751M 42.4M 1738M 47.0M|   0    52B|   0     0 
  9   5  84   2   0   0| 751M 42.4M 1735M 49.7M|   0     0 |   0     0 
  9   5  86   0   0   0| 751M 42.4M 1735M 49.5M|   0    52B|   0    16k
 15   4  77   4   0   0| 751M 42.4M 1738M 46.4M|   0     0 |   0     0 
 16   6  76   2   0   0| 751M 42.4M 1739M 46.1M|   0    52B|   0    16k
 12   5  82   0   0   0| 751M 42.4M 1736M 48.8M|   0     0 |   0     0 
  6   6  84   4   0   0| 751M 42.4M 1736M 48.9M|   0    52B|   0     0 
 11   3  86   0   0   0| 751M 42.4M 1735M 49.0M|   0     0 |   0     0 
  6   3  91   0   0   0| 751M 42.4M 1735M 49.1M|   0    52B|   0     0 
 20   5  72   4   0   0| 751M 42.4M 1739M 45.4M|   0     0 |   0   296k
  8   6  84   3   0   0| 751M 42.4M 1736M 48.0M|   0    52B|   0    40k
  9   3  84   4   0   1| 751M 42.4M 1736M 48.4M|   0     0 |   0  4096B
  6   3  91   0   0   0| 751M 42.4M 1736M 48.5M|   0    52B|   0     0 
  7   6  87   0   0   0| 752M 42.4M 1736M 48.0M|   0     0 |   0     0 
  7   1  88   4   0   0| 751M 42.4M 1736M 48.2M|   0    52B|   0     0 
  8   4  89   0   0   0| 751M 42.4M 1736M 48.2M|   0     0 |   0     0 
  8   7  79   6   0   0| 751M 42.4M 1736M 48.1M|   0    52B|   0    52k
  8   3  89   0   0   0| 751M 42.4M 1736M 47.8M|   0     0 |   0     0 
  7   3  90   0   0   0| 751M 42.4M 1736M 47.8M|   0    52B|   0     0 
  5   5  86   4   0   0| 751M 42.4M 1739M 45.8M|   0     0 |   0     0 
  4   4  93   0   0   0| 751M 42.4M 1721M 63.6M|   0    52B|   0     0 
