[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  4   1  92   3   0   0| 531M  101M  925M 1021M|   0    52B|   0     0 
  3   1  96   0   0   0| 531M  101M  925M 1021M|   0     0 |   0     0 
  3   2  95   0   0   0| 531M  101M  925M 1021M|   0    52B|   0     0 
  4   1  92   3   0   0| 531M  101M  925M 1021M|   0     0 |   0    12k
  4   2  94   1   0   0| 531M  101M  925M 1021M|   0    52B|   0    16k
  4   1  95   0   0   0| 531M  101M  925M 1021M|   0     0 |   0     0 
  5   2  94   0   0   0| 531M  101M  925M 1021M|   0    52B|   0     0 
  5   2  94   0   0   0| 531M  101M  925M 1021M|   0     0 |   0     0 
  4   2  90   4   0   0| 531M  101M  925M 1021M|   0    52B|   0    12k
  4   1  95   0   0   0| 531M  101M  925M 1021M|   0     0 |   0     0 
  3   2  90   4   0   0| 531M  101M  925M 1021M|   0    52B|   0    16k
  4   1  94   0   0   1| 531M  101M  925M 1021M|   0     0 |   0     0 
  4   2  95   0   0   0| 531M  101M  925M 1021M|   0    52B|   0     0 
  4   5  87   4   0   1| 531M  101M  925M 1021M|   0     0 |   0    16k
  4   1  95   0   0   0| 531M  101M  925M 1021M|   0    52B|   0     0 
 27  20  52   2   0   0| 531M  101M  937M 1009M|   0     0 |   0     0 
  3   2  94   2   0   0| 531M  101M  937M 1009M|   0    52B|   0    16k
  5   2  94   0   0   0| 531M  101M  937M 1009M|   0     0 |   0     0 
  5   1  91   4   0   0| 532M  101M  937M 1009M|   0    52B|   0    12k
  3   2  95   0   0   0| 532M  101M  937M 1009M|   0     0 |   0     0 
  4   1  92   4   0   0| 532M  101M  944M 1001M|   0    52B|   0     0 
  4   1  93   1   0   0| 532M  101M  944M 1001M|   0     0 |   0    12k
  3   2  93   2   0   0| 532M  101M  944M 1001M|   0    52B|   0  4096B
  3   3  82  13   0   0| 532M  101M  944M 1001M|   0   174B|   0  7996k
  4   1  94   0   0   0| 532M  101M  945M 1001M|   0    52B|   0     0 
  3   2  96   0   0   0| 532M  101M  945M 1001M|   0     0 |   0     0 
  4   1  93   3   0   1| 532M  101M  945M 1001M|   0    52B|   0     0 
  2   2  96   0   0   0| 532M  101M  944M 1001M|   0     0 |   0     0 
  5   1  90   5   0   0| 532M  101M  944M 1001M|   0    52B|   0    24k
  5   1  94   0   0   0| 532M  101M  944M 1001M|   0     0 |   0  4096B
  2   3  94   0   0   0| 532M  101M  944M 1001M|   0    52B|   0     0 
  3   2  92   4   0   0| 532M  101M  944M 1001M|   0     0 |   0     0 
  4   2  95   0   0   0| 532M  101M  944M 1001M|   0    52B|   0     0 
  4   2  89   5   0   0| 532M  101M  944M 1001M|   0     0 |   0    12k
  3   1  94   2   0   0| 532M  101M  944M 1001M|   0    52B|   0    16k
  5   2  93   0   0   0| 532M  101M  944M 1001M|   0     0 |   0     0 
  3   2  92   4   0   0| 532M  101M  944M 1001M|   0    52B|   0     0 
  2   3  95   0   0   0| 531M  101M  860M 1085M|   0     0 |   0     0 
  3   1  92   4   0   0| 531M  101M  860M 1086M|   0    52B|   0    12k
  4   2  92   2   0   0| 531M  101M  860M 1086M|   0     0 |   0    16k
  4   2  94   0   0   0| 531M  101M  860M 1086M|   0    52B|   0     0 
  2   2  92   4   0   0| 531M  101M  860M 1086M|   0     0 |   0     0 
  4   2  95   0   0   0| 531M  101M  860M 1086M|   0    52B|   0     0 
  4   2  90   5   0   0| 531M  101M  860M 1086M|   0     0 |   0    16k
  4   1  95   0   0   0| 531M  101M  861M 1085M|   0    52B|   0     0 
  2   2  93   2   0   0| 531M  101M  861M 1085M|   0     0 |   0    16k
  4   2  91   4   0   0| 531M  101M  861M 1085M|   0    52B|   0     0 
  4   2  94   0   0   0| 531M  101M  861M 1085M|   0     0 |   0     0 
  3   2  95   0   0   0| 531M  101M  861M 1085M|   0    52B|   0    16k
  4   1  93   2   0   1| 531M  101M  861M 1085M|   0     0 |   0     0 
  4   2  92   3   0   0| 531M  101M  868M 1078M|   0    52B|   0    16k
  4   1  91   4   0   1| 531M  101M  868M 1078M|   0     0 |   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  3   2  88   8   0   0| 531M  101M  868M 1078M|   0     0 |   0  8004k
  4   2  92   3   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  4   1  91   4   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  3   1  96   0   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  4   2  92   3   0   0| 531M  101M  868M 1078M|   0    52B|   0    44k
  4   2  91   4   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  2   2  96   0   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  4   2  90   4   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1078M|   0     0 |   0    12k
  4   2  91   3   0   1| 531M  101M  868M 1078M|   0    52B|   0    16k
  4   2  94   0   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  3   2  92   2   0   0| 531M  101M  868M 1078M|   0    52B|   0     0 
  4   1  94   2   0   0| 531M  101M  868M 1078M|   0     0 |   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1077M|   0    52B|   0    16k
  4   1  92   4   0   0| 531M  101M  868M 1077M|   0     0 |   0     0 
  4   1  91   5   0   0| 531M  101M  868M 1077M|   0    52B|   0    16k
  4   2  94   0   0   0| 531M  101M  868M 1077M|   0     0 |   0     0 
  3   3  93   2   0   0| 531M  101M  868M 1077M|   0    52B|   0     0 
  3   2  95   0   0   0| 531M  101M  868M 1077M|   0     0 |   0    12k
  4   2  90   4   0   0| 531M  101M  868M 1077M|   0    52B|   0     0 
  4   1  95   0   0   0| 531M  101M  868M 1077M|   0     0 |   0     0 
  4   4  89   2   0   1| 531M  101M  868M 1077M|   0    52B|   0    16k
  4   2  91   3   0   0| 531M  101M  868M 1077M|   0     0 |   0     0 
  4   2  95   0   0   0| 531M  101M  868M 1077M|   0    52B|   0    12k
  4   2  91   4   0   0| 531M  101M  868M 1077M|   0     0 |   0     0 
  4   3  94   0   0   0| 531M  101M  876M 1070M|   0   159B|   0     0 
  4   2  94   0   0   0| 531M  101M  876M 1070M|   0     0 |   0     0 
  5   2  88   6   0   1| 531M  101M  876M 1070M|   0    52B|   0    16k
  4   2  89   5   0   0| 532M  101M  876M 1069M|   0     0 |   0  8012k
  6   2  87   6   0   0| 532M  101M  876M 1069M|   0    52B|4096B    0 
  4   2  94   0   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  4   2  95   0   0   0| 532M  101M  876M 1069M|   0    52B|   0     0 
  3   2  92   4   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  3   3  93   1   0   0| 532M  101M  876M 1069M|   0    52B|   0    60k
  3   2  93   2   0   1| 532M  101M  876M 1069M|   0     0 |   0  4096B
  3   2  92   3   0   0| 532M  101M  876M 1069M|   0    52B|   0     0 
  4   2  95   0   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  3   2  91   4   0   1| 532M  101M  876M 1069M|   0    52B|   0     0 
  4   2  95   0   0   0| 532M  101M  876M 1069M|   0     0 |   0    16k
  4   2  92   3   0   0| 532M  101M  876M 1069M|   0    52B|   0    16k
  3   3  92   3   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  4   0  96   0   0   0| 532M  101M  876M 1069M|   0    52B|   0     0 
  4   2  90   4   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  3   2  94   0   0   1| 532M  101M  876M 1069M|   0    52B|   0    16k
  3   1  96   0   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  4   2  89   6   0   0| 532M  101M  876M 1069M|   0    52B|   0    16k
  3   1  96   0   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  4   2  80  14   0   0| 532M  101M  876M 1069M|   0    52B|   0   352k
  4   1  95   0   0   0| 532M  101M  876M 1069M|   0     0 |   0    28k
  4   2  95   0   0   0| 532M  101M  876M 1069M|   0    52B|   0     0 
  4   1  91   4   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  7   5  84   5   0   0| 532M  101M  876M 1069M|   0    52B|   0     0 
  5   2  89   5   0   0| 532M  101M  876M 1069M|   0     0 |   0    48k
  4   2  93   1   0   0| 532M  101M  876M 1069M|   0    52B|   0    16k
  4   2  94   0   0   0| 532M  101M  876M 1069M|   0     0 |   0     0 
  4   2  90   4   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   1  95   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  4   1  95   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  3   2  88   7   0   1| 532M  101M  884M 1061M|   0     0 |   0  8032k
  4   2  94   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   2  91   4   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  3   3  95   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   1  95   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  3   2  89   6   0   0| 532M  101M  884M 1061M|   0    52B|   0    32k
  4   2  94   1   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  3   3  91   4   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   1  94   1   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  2   3  95   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   1  92   4   0   0| 532M  101M  884M 1061M|   0     0 |   0    12k
  4   3  91   3   0   0| 532M  101M  884M 1061M|   0    52B|   0    16k
  4   2  92   3   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  5   1  93   0   0   1| 532M  101M  884M 1061M|   0    52B|   0     0 
  4   2  94   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  2   3  91   4   0   0| 532M  101M  884M 1061M|   0    52B|   0    12k
  5   1  95   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  4   2  89   5   0   0| 532M  101M  884M 1061M|   0    52B|   0    16k
  4   2  95   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  4   2  95   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  5   0  91   4   0   0| 532M  101M  884M 1061M|   0     0 |   0    12k
  4   2  95   0   0   0| 532M  101M  884M 1061M|   0    52B|   0     0 
  3   2  95   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  4   2  91   4   0   0| 532M  101M  884M 1061M|   0    52B|   0    16k
  4   3  94   0   0   0| 532M  101M  884M 1061M|   0     0 |   0     0 
  5   2  90   4   0   0| 532M  101M  884M 1061M|   0    52B|   0    12k
  4   5  90   0   0   1| 532M  101M  884M 1061M|   0     0 |   0     0 
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  4   3  90   4   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  4   3  90   3   0   1| 532M  101M  892M 1053M|   0    52B|   0    16k
  4   1  84  11   0   0| 532M  101M  892M 1053M|   0     0 |   0  8008k
  4   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  3   1  96   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  4   2  90   4   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  3   2  90   5   0   1| 532M  101M  892M 1053M|   0    52B|   0    40k
  5   0  94   1   0   0| 532M  101M  892M 1053M|   0     0 |   0  4096B
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  3   2  92   4   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  4   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  4   1  94   1   0   0| 532M  101M  892M 1053M|   0     0 |   0    16k
  4   1  92   3   0   0| 532M  101M  892M 1053M|   0    52B|   0    16k
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  4   0  92   4   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  5   1  94   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0    12k
  4   2  91   3   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  3   2  93   3   0   1| 532M  101M  892M 1053M|   0    52B|   0    16k
  4   2  91   4   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  4   3  93   0   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  3   3  94   0   0   0| 532M  101M  892M 1053M|   0     0 |   0    12k
  3   2  91   4   0   0| 532M  101M  892M 1053M|   0    52B|   0     0 
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  2   3  89   6   0   0| 532M  101M  892M 1053M|   0    52B|   0    16k
  4   3  93   0   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  3   2  95   0   0   0| 532M  101M  892M 1053M|   0    52B|   0    12k
  4   1  93   2   0   0| 532M  101M  892M 1053M|   0     0 |   0     0 
  5   2  93   0   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   1  91   4   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   1  92   3   0   0| 532M  101M  900M 1045M|   0    52B|   0    16k
  4   2  86   8   0   0| 532M  101M  900M 1045M|   0     0 |   0  8004k
  4   2  91   4   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  2   3  95   0   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   2  94   0   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   1  91   4   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   3  91   2   0   1| 532M  101M  900M 1045M|   0    52B|   0    28k
  3   1  92   4   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   1  95   0   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   2  94   0   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  3   1  95   1   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  3   2  95   0   0   0| 532M  101M  900M 1045M|   0     0 |   0    28k
  3   2  89   7   0   0| 532M  101M  900M 1045M|   0    52B|   0    16k
  4   1  96   0   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   1  95   0   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   2  90   4   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  6   1  93   0   0   0| 532M  101M  900M 1045M|   0    52B|   0    12k
  4   1  91   4   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  3   2  92   3   0   0| 532M  101M  900M 1045M|   0    52B|   0    16k
  4   1  95   0   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   2  91   4   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   1  95   0   0   0| 532M  101M  900M 1045M|   0     0 |   0    12k
  4   2  92   2   0   1| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   2  93   2   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  4   2  92   3   0   0| 532M  101M  900M 1045M|   0    52B|   0    16k
  5   1  91   3   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  3   2  95   0   0   0| 532M  101M  900M 1045M|   0    52B|   0    16k
  3   2  95   0   0   0| 532M  101M  900M 1045M|   0     0 |   0     0 
  3   1  92   4   0   0| 532M  101M  900M 1045M|   0    52B|   0     0 
  4   2  94   0   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  5   6  81   6   0   1| 533M  101M  908M 1037M|   0    52B|   0    16k
  3   2  87   8   0   0| 533M  101M  908M 1037M|   0     0 |   0  8000k
  4   2  94   0   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  3   2  93   3   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  4   3  93   0   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   2  90   4   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  3   3  93   2   0   0| 533M  101M  908M 1037M|   0    52B|   0    24k
  4   2  93   1   0   0| 533M  101M  908M 1037M|   0     0 |   0  4096B
  4   3  90   4   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   1  95   0   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  4   2  92   3   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   1  95   0   0   0| 533M  101M  908M 1037M|   0     0 |   0    12k
  3   2  92   3   0   0| 533M  101M  908M 1037M|   0    52B|   0    16k
  3   3  91   4   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  4   1  95   0   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   1  95   1   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  4   2  92   3   0   0| 533M  101M  908M 1037M|   0    52B|   0    12k
  3   2  95   0   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  4   3  88   6   0   0| 533M  101M  908M 1037M|   0    52B|   0    16k
  3   2  95   0   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  3   2  95   0   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   3  90   4   0   0| 533M  101M  908M 1037M|   0     0 |   0    12k
  3   2  95   0   0   0| 533M  101M  908M 1037M|   0    52B|   0     0 
  4   2  94   1   0   0| 533M  101M  908M 1037M|   0     0 |   0     0 
  5   3  92   0   0   0| 533M  101M  908M 1037M|   0    52B|   0    16k
  9   4  86   0   0   0| 533M  101M  926M 1019M|   0     0 |   0     0 
  3   2  93   2   0   0| 533M  101M  926M 1019M|   0    52B|   0    40k
  5   3  93   0   0   0| 533M  101M  926M 1019M|   0     0 |   0     0 
  4   1  91   4   0   0| 533M  101M  926M 1019M|   0    52B|   0     0 
 24  12  63   0   0   0| 533M  101M  939M 1006M|   0     0 |   0     0 
  7   4  88   2   0   0| 533M  101M  948M  996M|   0    52B|   0    16k
  4   1  80  15   0   0| 533M  101M  948M  996M|   0     0 |   0  7164k
 13   6  80   0   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  4   2  91   4   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  3   1  96   0   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  4   1  95   0   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  5   2  88   6   0   0| 533M  101M  951M  993M|   0    52B|   0    24k
  4   2  94   1   0   0| 533M  101M  951M  993M|   0     0 |   0  4096B
  4   1  95   0   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  4   3  90   4   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  3   2  95   0   0   1| 533M  101M  951M  993M|   0    52B|   0     0 
  4   1  91   4   0   0| 533M  101M  951M  993M|   0     0 |   0    12k
  5   1  93   2   0   0| 533M  101M  951M  993M|   0    52B|   0    16k
  4   2  94   0   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  3   1  90   6   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  3   2  95   0   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  3   3  91   4   0   1| 533M  101M  951M  993M|   0    52B|   0    12k
  4   2  94   0   0   1| 533M  101M  951M  993M|   0     0 |   0     0 
  3   2  93   3   0   0| 533M  101M  951M  993M|   0    52B|   0    16k
  4   3  93   1   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  3   2  94   1   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  4   2  92   3   0   0| 533M  101M  951M  993M|   0     0 |   0    12k
  3   2  95   1   0   0| 533M  101M  951M  993M|   0    52B|   0     0 
  3   3  91   4   0   0| 533M  101M  951M  993M|   0     0 |   0     0 
  4   1  93   3   0   0| 533M  101M  951M  993M|   0    52B|   0    16k
  4   3  93   0   0   0| 533M  101M  915M 1029M|   0     0 |   0     0 
  4   2  91   4   0   0| 533M  101M  915M 1029M|   0    52B|   0    16k
  3   2  95   0   0   0| 533M  101M  915M 1029M|   0     0 |   0     0 
  4   2  94   1   0   0| 533M  101M  915M 1029M|   0    52B|   0     0 
  4   2  92   3   0   0| 533M  101M  922M 1021M|   0     0 |   0     0 
  5   1  92   3   0   0| 533M  101M  922M 1021M|   0    52B|   0    16k
  3   3  82  13   0   0| 533M  101M  922M 1021M|   0     0 |   0  7956k
  4   2  94   0   0   0| 533M  101M  922M 1021M|   0    52B|   0     0 
  3   5  91   0   0   1| 533M  101M  922M 1021M|   0     0 |   0     0 
  4   2  91   4   0   0| 533M  101M  922M 1021M|   0    52B|   0     0 
  4   1  95   0   0   0| 533M  101M  922M 1021M|   0     0 |   0     0 
  3   2  86   9   0   1| 533M  101M  922M 1021M|   0    52B|   0    64k
  4   1  95   0   0   0| 533M  101M  922M 1021M|   0     0 |   0     0 
  4   1  95   0   0   0| 533M  101M  922M 1021M|   0    52B|   0     0 
  3   1  95   1   0   0| 533M  101M  922M 1021M|   0     0 |   0     0 
  4   2  94   0   0   0| 533M  101M  922M 1021M|   0    52B|   0     0 
  3   2  90   5   0   0| 533M  101M  923M 1021M|   0     0 |   0    24k
  3   3  94   1   0   0| 533M  101M  923M 1021M|   0    52B|   0  4096B
  3   2  93   3   0   0| 533M  101M  923M 1021M|   0     0 |4096B  272k
  4   1  94   1   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  4   3  94   0   0   0| 533M  101M  923M 1021M|   0     0 |   0     0 
  3   1  92   4   0   0| 533M  101M  923M 1021M|   0    52B|   0    12k
  4   1  92   3   0   0| 533M  101M  923M 1021M|   0     0 |   0    36k
  3   2  94   2   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  4   1  94   1   0   0| 533M  101M  923M 1021M|   0     0 |   0     0 
  4   1  95   0   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  4   2  91   4   0   0| 533M  101M  923M 1021M|   0     0 |   0    16k
  3   2  95   0   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  3   3  92   3   0   0| 533M  101M  923M 1021M|   0     0 |   0    20k
  4   2  92   3   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  4   2  94   0   0   0| 533M  101M  923M 1021M|   0     0 |   0     0 
  3   2  91   4   0   0| 533M  101M  923M 1021M|   0    52B|   0    12k
  4   1  95   0   0   0| 533M  101M  923M 1021M|   0     0 |   0     0 
  4   2  94   0   0   0| 533M  101M  923M 1021M|   0    52B|   0     0 
  3   3  87   7   0   0| 533M  101M  930M 1013M|   0     0 |   0    16k
  4   2  94   0   0   1| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   2  82  12   0   0| 533M  101M  930M 1013M|   0     0 |   0  7972k
  4   1  95   0   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  3   2  94   0   0   1| 533M  101M  930M 1013M|   0     0 |   0     0 
  4   1  90   5   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  4   1  89   6   0   0| 533M  101M  930M 1013M|   0    52B|   0    24k
  3   2  94   1   0   0| 533M  101M  930M 1013M|   0     0 |   0  4096B
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  5   1  90   4   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  3   2  96   0   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   2  94   0   0   0| 533M  101M  930M 1013M|   0     0 |   0    12k
  3   3  88   6   0   1| 533M  101M  930M 1013M|   0    52B|   0    16k
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  4   2  92   3   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   3  93   0   0   1| 533M  101M  930M 1013M|   0     0 |   0     0 
  3   1  96   0   0   0| 533M  101M  930M 1013M|   0    52B|   0    16k
  4   2  90   4   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  4   1  93   3   0   0| 533M  101M  930M 1013M|   0    52B|   0    16k
  2   4  91   4   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   1  95   0   0   0| 533M  101M  930M 1013M|   0     0 |   0    16k
  3   3  92   3   0   1| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   3  94   0   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  2   3  89   6   0   0| 533M  101M  930M 1013M|   0    52B|   0    16k
  5   1  94   0   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0    52B|   0    28k
  3   2  92   4   0   0| 533M  101M  930M 1013M|   0     0 |   0     0 
  3   2  95   0   0   0| 533M  101M  930M 1013M|   0    52B|   0     0 
  4   2  88   6   0   0| 533M  101M  938M 1005M|   0     0 |   0    16k
  3   3  93   0   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  4   2  88   7   0   0| 534M  101M  938M 1005M|   0     0 |   0  7988k
  3   2  92   4   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  5   1  94   0   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   2  95   0   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  4   2  91   4   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  6   5  87   2   0   1| 533M  101M  938M 1005M|   0    52B|   0    28k
  4   1  91   5   0   0| 533M  101M  938M 1005M|   0     0 |   0  4096B
  4   1  95   0   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  4   3  94   0   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   2  92   3   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  3   2  95   0   0   0| 533M  101M  938M 1005M|   0     0 |   0    12k
  4   2  88   6   0   0| 533M  101M  938M 1005M|   0    52B|   0    16k
  4   1  95   0   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   2  94   0   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  4   2  93   1   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   2  95   0   0   0| 533M  101M  938M 1005M|   0    52B|   0    16k
  4   1  92   4   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   1  94   2   0   0| 533M  101M  938M 1005M|   0    52B|   0    16k
  3   3  94   0   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  5   1  94   1   0   1| 533M  101M  938M 1005M|   0    52B|   0     0 
  3   2  95   0   0   0| 533M  101M  938M 1005M|   0     0 |   0    12k
  3   2  92   4   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  3   2  95   0   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   1  92   3   0   0| 533M  101M  938M 1005M|   0    52B|   0    16k
  4   2  90   4   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   2  95   0   0   0| 533M  101M  938M 1005M|   0    52B|   0    12k
  3   2  91   4   0   0| 533M  101M  938M 1005M|   0     0 |   0     0 
  4   1  95   0   0   0| 533M  101M  938M 1005M|   0    52B|   0     0 
  4   3  94   0   0   0| 534M  101M  946M  997M|   0     0 |   0     0 
 10   4  79   7   0   1| 534M  101M  958M  985M|   0    52B|   0    16k
  4   2  87   7   0   0| 534M  101M  958M  985M|   0     0 |   0  7980k
  3   2  92   4   0   0| 534M  101M  958M  985M|   0    52B|   0     0 
  4   1  96   0   0   0| 534M  101M  958M  985M|   0     0 |   0     0 
  4   1  95   0   0   0| 534M  101M  958M  985M|   0    52B|   0     0 
